,SMILES
6734,C[C@H]1CCN1c1nc(N2C[C@H]3[C@H](CC(=O)O)[C@H]3C2)cc(C(F)(F)F)n1
6735,C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
6738,O=C(c1ccccc1)c1ccc2n1CC[C@@H]2C(=O)O
6740,CN1CCC(=C2c3ccccc3C=C(O)c3sccc32)CC1
6743,N#CCCCSC(=N)N
6744,COc1ccc([C@H]2CC(c3c(O)cc(C)oc3=O)=NCCS2)c(OC)c1
6747,CSc1nc(N)cc(Oc2ccc(-c3nnc(Nc4cccc(C(F)(F)F)c4)[nH]3)cc2)n1
6749,CCOC(=O)c1c(C(C#N)C=N)c2ccc(Cl)c(Cl)c2n1C
6750,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
6752,CSc1ccccc1Nc1nc(N2CCNCC2)nc2c(NCC3CC3)ncnc12
6753,CC(C)CNc1ccnc(NCc2csc(-c3ccccc3)n2)n1
6755,Cc1noc(-c2ccc(CSCCC(=O)O)cc2)c1NC(=O)O[C@H](C)c1ccccc1Cl
6756,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)N[C@@H](C)c1nccs1
6758,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC
6761,COC(=O)CCSCc1ccc(-c2onc(C)c2NC(=O)O[C@@H](C)c2ccccc2Cl)cc1
6763,O=C1N[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N2C1=O
6765,c1coc(CNc2ncnc3nc[nH]c23)c1
6766,CS(=O)(=O)N(Cc1ccco1)C[C@@H](O)Cn1c2ccccc2c2ccccc21
6768,CN(C)CCNC(=O)COc1c2cccc1Cc1cccc(c1OCC(=O)NCCN(C)C)Cc1cccc(c1OCC(=O)NCCN(C)C)Cc1cccc(c1OCC(=O)NCCN(C)C)C2
6769,CC(C)(C)c1cc(/C=C2\CCOC2=O)cc(C(C)(C)C)c1O
6770,O=C(OC(C(F)(F)F)C(F)(F)F)N1CCC(C(O)(c2ccc3c(c2)OCO3)c2ccc3c(c2)OCO3)CC1
6771,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12
6772,COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)C/C=C/c2ccc(Cl)cc2)cc1
6775,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3
6777,NC1=NC(=O)N([C@H]2C[C@@H](O)[C@@H](CO)O2)CN1
6778,COc1cc(-c2ncn(/C=C\C(=O)OC(C)C)n2)cc(C(F)(F)F)c1
6779,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)N1CC(F)(F)C1
6781,Nc1ccc(/C=C/C(=O)NCc2cc3cc(-c4ccc(C(=O)N5CCC(F)(F)CC5)cc4)cc(-c4ccc(F)cc4)c3o2)cn1
6782,O=C(CSc1ccc(Br)cc1)Nc1cn(CCc2ccccc2)nc1C(=O)O
6783,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)n1
6785,CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl
6787,O=C(Nc1ccccc1C(=O)Nc1ccc(CCO)cc1)c1ccc([N+](=O)[O-])cc1
6789,CCc1oc2ccccc2c1C(=O)c1ccc(OCC(=O)O)cc1
6790,COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)cc1CO
6792,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1
6794,C[C@H]1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1
6797,CC[C@@]1(c2ncc[nH]2)Cc2ccccc2O1
6800,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
6801,O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1
6802,CCc1c(O)cc(O)c(C(=O)c2ccc(OCCN3CCOCC3)c(OC)c2)c1CC(=O)N(CCOC)CCOC
6804,CCCn1c(=O)c2[nH]c(C34C[C@@H]5C[C@H]3C[C@@H](C5)C4)nc2n(CCC)c1=O
6806,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1
6808,COc1ccc(CCC(=O)Nc2nc3ccc(Cl)cc3s2)cc1OC
6811,O=C(O)c1cc(=O)c2ccccc2[nH]1
6814,C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
6815,CC1(C)CC(=O)C([C@@H]2C3=C(CC(C)(C)CC3=O)Oc3ccccc32)C(=O)C1
6818,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2sccc2C)cc1
6821,CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(C(C)=O)c1O
6824,CCCOc1ccc(Br)cc1-c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1
6827,Cc1cccc(NC(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)c1
6829,Cc1ccccc1N1CCN(S(=O)(=O)C[C@]23CC[C@H](C[C@@H]2NC(=O)[C@@H](N)CCS(C)(=O)=O)C3(C)C)CC1
6830,CCOC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1cc(OC)ccc1-2
6833,Cc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(F)cc12
6835,CS(=O)(=O)c1ccc(Cn2c3c(c4cc(F)cc(F)c42)CCC[C@@H]3CC(=O)O)cc1
6837,O=C(Nc1ccccc1)N[C@H]1C[C@H](C(=O)O)Nc2cc(Cl)cc(Cl)c21
6840,CC(Oc1ccc(O)cc1)(P(=O)(O)O)P(=O)(O)O
6841,c1ccc(CN2CCC3(CCc4ccccc43)CC2)cc1
6843,CS(=O)(=O)Nc1ccc(Cc2noc(-c3ccc4[nH]cc(CCN)c4c3)n2)cc1
6845,O=C(c1c(O)c2ccc(Cl)cc2[nH]c1=O)C1CC1
6846,O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1cccc(Oc2ccccc2)c1
6849,CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1
6852,FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c2ccccc2)cc(C(F)(F)F)c1
6854,Cc1c(C2CCN(CCc3ccccc3)CC2)noc1-c1ccc(Cl)cc1
6856,Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1
6858,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1
6861,C[C@@H](O[C@H]1OCCN(Cc2n[nH]nc2CN(C)C)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
6863,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
6865,COc1ccc(Br)cc1S(=O)(=O)NC(=O)/C=C/c1ccccc1Cc1ccc2ccccc2c1
6868,Cn1ncnc1COc1nn2c(-c3cc(F)ccc3F)nnc2cc1C(C)(C)C
6870,C[C@H](N)C(=O)O
6871,N=C(N)NCCC[C@H](N)C(=O)O
6872,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(=O)[C@@H]1O
6876,NC(=O)C[C@H](N)C(=O)O
6877,N[C@@H](CC(=O)NO)C(=O)O
6878,N[C@@H](CC(=O)O)C(=O)O
6880,NC(=O)NCCC[C@H](N)C(=O)O
6882,N[C@@H](CS)C(=O)O
6883,N[C@@H](C[S@](=O)O)C(=O)O
6885,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O
6886,C[N+](C)(C)[C@@H](Cc1c[nH]c(=S)[nH]1)C(=O)O
6887,N[C@@H](CCC(=O)O)C(=O)O
6888,NC(=O)CC[C@H](N)C(=O)O
6890,O=C(O)[C@@H]1C[C@@H](O)CN1
6891,Nc1ccccc1C(=O)C[C@H](N)C(=O)O
6892,CC(C)C[C@H](N)C(=O)O
6893,NCCCC[C@H](N)C(=O)O
6894,CSCC[C@H](N)C(=O)O
6895,N[C@@H](CN1C=CC(=O)C(=O)C1)C(=O)O
6896,CN[C@@H](CCCNC(=N)N)C(=O)O
6897,COC(=O)[C@@H](N)CCCNC(N)=N[N+](=O)[O-]
6900,CC(=N)NCCCC[C@H](N)C(=O)O
6902,C[C@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
6903,O=C(O)[C@@H]1CCCN1
6904,N[C@@H](Cn1oc(=O)[nH]c1=O)C(=O)O
6906,CCNC(=O)CC[C@H](N)C(=O)O
6907,C[C@@H](O)[C@H](N)C(=O)O
6908,CC(C)[C@@H](N)C(=O)O
6910,C[C@@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1
6911,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
6913,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
6916,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
6918,O=C(C[S@@](=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1
6919,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
6921,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
6924,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1
6925,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
6926,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1
6927,O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1
6928,N#C/C(=C1/SC[C@H](c2ccccc2Cl)S1)n1ccnc1
6930,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
6933,CCN1C[C@]2(OC(=O)c3ccccc3NC(C)=O)CC[C@H](OC)[C@@]34[C@@H]2C[C@@H]([C@@H]13)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@]1(O)[C@H]2OC
6934,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1
6937,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)NCC(=O)O)C(C)C
6938,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3
6940,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1
6941,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C
6942,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1
6943,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1
6945,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1
6946,Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1
6949,C/C1=C/C(=O)O[C@@H]2C[C@@H](CC[C@H](C)/C=C\CC1)O[C@@](O)([C@@H]1CSC(=O)N1)C2
6951,CCCCCCCCCCCC(=O)O
6952,CCCCCCCCCCCC(=O)N(CCO)CCO
6954,CCCCCCCCCCCCN1CCCCCC1=O
6956,NCCNC(=O)c1ccc(Cl)cn1
6958,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1
6959,CN1CCN(C(=O)[C@@H]2[C@H]3CC[C@H](O3)[C@@H]2C(=O)O)CC1
6960,O=C(c1cn(Cc2cncn2Cc2ccc(Br)cc2)cc1-c1cccc2ccccc12)N1CCOCC1
6964,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1
6966,O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1
6968,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C.CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O
6972,CCOc1cn(-c2ccc(F)cc2C)nc1C(=O)Nc1ccc(Oc2ccnc3cc(OC)c(OC)cc23)c(F)c1
6973,COc1ccc2nc3ccc(Cl)cc3c(SCCCN)c2c1
6975,c1cc(-c2cnn3cc(-c4ccc(N5CCNCC5)cc4)cnc23)c2cccnc2c1
6978,NNC(=O)CSc1nc2scc(-c3ccccc3)c2c(=O)n1-c1ccccc1
6980,CC(=O)O/N=C1/C(=O)N(Cc2cc(Cl)ccc2Cl)c2ccc(Cl)cc21
6983,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1
6984,CN1c2cc3c(cc2N=C(c2ccc(C(=O)O)cc2)c2ccccc21)C(C)(C)CCC3(C)C
6986,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5nc([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c5c4)ccc2-3)c[nH]1)C(C)C
6988,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
6992,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1
6993,Nc1cccc2c1CN([C@H]1CCC(=O)NC1=O)C2=O
6994,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1
6995,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O
6997,COc1cc(C(=O)OCCCCNC(=N)N)cc(OC)c1O
6998,Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C
6999,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1
7000,c1ccc(Cn2c(N3CCNCC3)nc3ccccc32)cc1
7003,CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1
7005,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12
7007,C[C@]12O[C@@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
7008,O=C(CCn1cnc2c(=O)nc[nH]c21)Nc1ccc(C(=O)O)cc1
7009,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1
7011,CCOC(=O)CSCC[C@H]1N[C@H](C(=O)O)CS1
7012,N#C[C@H](c1ccc(F)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl
7013,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
7016,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2
7020,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(C)C
7021,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1
7023,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1
7025,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
7027,c1ccc([C@H]2CN3CCSC3=N2)cc1
7030,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl
7031,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O
7035,CC[C@@H](C(N)=O)N1CCCC1=O
7039,CN1C[C@@H]2CCC[C@H](C1)[C@H]2OC(=O)[C@](O)(c1ccccc1)C1CCCC1
7040,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1
7042,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
7045,CC(C)(C)NC[C@@H](O)COc1cccc2c1CCCC2=O
7047,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1
7048,C[N+](C)(C)C[C@H](O)CC(=O)O
7050,CCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C
7051,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
7053,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
7059,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
7061,CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1
7062,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
7064,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
7066,c1ccc2c(c1)Sc1ccccc1N2C[C@H]1CN2CCC1CC2
7068,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1
7070,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
7075,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C
7076,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
7079,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
7083,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
7087,CC(=O)[C@@H](C#N)C(=O)Nc1cc(Br)ccc1Br
7088,Cc1cc(C)c(-c2ccc(NC(=O)[C@H](Cc3ccc(C(=O)NCCS(=O)(=O)O)cc3)c3ccc(-c4ccc(C(C)(C)C)cc4)cc3)cc2)c(C)c1
7089,Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1
7091,Cc1cc2sc(NC(=O)Cc3ccccc3)nc2cc1Cl
7093,Clc1cccc([C@H](c2ccc3nc[nH]c3c2)n2ccnc2)c1
7094,NC(=O)N1c2ccccc2C[C@@H](O)c2ccccc21
7097,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O
7098,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1
7101,CCc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2
7102,O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O
7103,CNC(=N)NC(=O)Nc1c(C)cccc1C
7104,CCN(CC)CC(=O)Nc1c(C)cccc1C
7106,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
7108,O=C1CCc2c(Oc3ccc4c(c3)[C@@H]3[C@H](O4)[C@H]3c3nc4ccc(C(F)(F)F)cc4[nH]3)ccnc2N1
7109,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1
7110,CCC/C=C1\OC(=O)C2=C1CCC=C2
7111,CCCC[C@H](C)C[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)O
7113,CC(C)C(=O)Nc1ncc(-c2cc(C(F)F)nn2-c2c(Cl)cccc2Cl)s1
7115,CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321
7117,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2
7118,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
7123,C=C[C@](C)(O)CCC=C(C)C
7125,Cc1cccc(C)c1CNc1cc(C(=O)NCCO)cn2c(C)c(C)nc12
7126,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1
7128,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
7131,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
7134,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4n[nH]c(N)c34)cc2)c1
7136,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
7137,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1
7140,Nc1c[n+](N2CCOCC2)no1
7142,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1
7145,CCN1CCN=C1CNC(=O)c1cc(Cl)c(N)cc1OC
7146,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
7151,N[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
7152,NC(=O)CCCC[C@H]1CCSS1
7154,O=C1C[C@@H](c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)Oc2cc(O)ccc21
7155,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O
7156,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1
7158,CS(=O)(=O)Oc1ccc2c(NC(N)=O)c(C(=O)c3ccc(Cl)cc3Cl)oc2c1
7159,Nc1ccc(C(=O)OC[C@@H](O)CO)cc1
7160,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
7164,C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
7166,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
7168,CC(=O)CC(=O)O
7169,O=C(O)CC(O)(CC(=O)O)C(=O)O.[Li].[Li].[Li]
7173,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
7174,CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C
7175,Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)c(Cl)c1
7176,O=C(NCCO)c1cc(C(=O)NCCO)cc(C(=O)NCCO)c1
7178,CC[C@@H](C)[C@@H](N)C(=O)NCCN1CCOCC1
7179,CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1
7181,Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1
7183,CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1
7188,CCOC(=O)Nc1nc2ccccc2[nH]1
7190,O=C(O)c1ccccc1Nc1cc(Cl)ccc1C(=O)O
7191,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@@H]1F
7192,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1
7194,Cc1[nH]cnc1-c1ccc(Cl)cc1
7195,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1
7197,C[C@@H](Oc1c(Cl)cccc1Cl)C1=NCCN1
7200,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@@H](C)C3)c(F)c21
7202,Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1
7204,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC
7206,Nc1nc(=O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)C2
7207,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
7209,O=C(NC1CCCCC1)N(CCCl)[NH2+][O-]
