,SMILES
591,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O
594,CCOc1ccc(S(=O)(=O)O)c2cccnc12
596,Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N
597,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO
599,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
604,CC(C)c1cccc2c1O[C@H](C(C)C)C(=S)N2CC(=O)O
606,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
609,O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
610,C[C@@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O
612,O=C(O)/C=C/c1ccc(-c2ccc(O)c(C34CC5CC(CC(C5)C3)C4)c2)cc1
614,O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2
615,CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1
616,O=c1[nH]c(N2CCOCC2)cn1-c1ccc(Cl)cc1
618,Nc1ncnc2c1ncn2CCOCP(=O)(O)O
620,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C
623,O=C(CCCCCCCC(=O)NCCO)NCCO
625,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
627,Nc1ncnc2nc[nH]c12
631,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
633,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
634,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
635,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
638,O=C(O)CCCCC(=O)O
639,O=C(COc1ccc(C(=O)c2ccccc2)cc1)NC1CCN(Cc2ccccc2)CC1
643,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1
646,Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1
647,Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1
649,O=C(C[S@@](=O)C(c1ccccc1)c1ccccc1)NO
652,CNCC(=O)c1ccc(O)c(O)c1
655,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O
657,Cc1cc(C)c(N)c(C#Cc2cccc(F)c2)n1
659,O=C(c1ccc(F)cc1)N1CCC[C@H](c2nc(-c3ccc(F)cc3)no2)C1
661,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1
665,NS(=O)(=O)c1nn2cc(-c3ccccc3)nc2s1
668,Cc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2C(=O)O)n1
669,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O
671,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C
672,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
675,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
676,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O
677,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12
678,CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1
680,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O
681,CN(C)Cc1ccc(-c2nc3cccc4c3n2CCNC4=O)cc1
683,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1
687,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1
688,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1
690,Cc1ccccc1[C@H](C(=O)NC1CCCCC1)N(C(=O)Cn1ccnc1C)c1cccc(F)c1
691,O=C(Nc1cccc(C(F)(F)F)c1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1
693,CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@@H]1[C@@]1(C)O[C@@H]1CC=C(C)C
694,N=C(N)NCCCCN
695,CC(C)[C@@H]1[C@H]2CC[C@@H](C2)[C@H]1N
697,CCc1ccc(C2=CC(C)(C)Sc3ccc(C#Cc4ccc(C(=O)O)cc4)cc32)cc1
698,CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl
699,COc1ccc2cccc(CCNC(C)=O)c2c1
701,CCCCCCCCCCCCCCCCCCCCCC(=O)O
703,Cc1ccc(S(=O)(=O)NC2c3ccccc3Oc3ccccc32)cc1
705,N=C(C[C@@H](O)COc1ccccc1-c1ccccc1)N1CCCCC1
707,CC(C)Oc1ccc2c(=O)c3cc(C(=O)O)ccc3oc2c1
710,FC(F)(F)Oc1ccc2nc(-c3ccc(OCCOCCOc4ccc(-c5nc6ccc(OC(F)(F)F)cc6[nH]5)nc4)cn3)[nH]c2c1
711,c1ccc(-c2oc3ncnc(NC[C@@H]4CCCO4)c3c2-c2ccccc2)cc1
713,CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C
715,CC[C@H]1[C@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O
716,O=C(Nc1cccc(Br)c1)c1cccc(S(=O)(=O)N2CCCCCC2)c1
718,CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O
720,NC(=O)c1ccc([N+](=O)[O-])cc1Cl
721,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1c(F)cn2c(C(C)(C)C)nnc2c1F
723,CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O
725,C[C@H](N)C(=O)N[C@@H](C)P(=O)(O)O
726,Cc1sc[n+](CC(=O)c2ccccc2)c1C
727,C[C@@H](N)C(=O)O
728,N[C@@H](CN(O)[N+][O-])C(=O)O
729,C=C1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@H](C)C3=C[C@H]12
731,C[C@@H](N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
732,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1
733,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
736,CCC[S@@](=O)c1ccc2nc(NC(=O)OC)[nH]c2c1
738,CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1
740,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1
741,C=CCOc1ccc(CC(=O)O)cc1Cl
742,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl
743,C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C\CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C/CO)C2)[C@@H]54)[C@H]69
744,O=C(NCc1ccc2c(c1)OCO2)c1c(Cl)cccc1Cl
746,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
749,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
751,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
755,CCCC[C@H](CC)CNC(=N)N=C(N)NCCCCCCNC(N)=NC(=N)NC[C@H](CC)CCCC
757,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O
760,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
761,COc1cc2nc(N(C)CCCNC(=O)[C@H]3CCCO3)nc(N)c2cc1OC
763,CC(=O)[C@@]12O[C@](C)(c3ccccc3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C
764,C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1
765,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21
768,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl
769,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O
771,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
775,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(CC)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
776,C=CCN1CCC[C@@H]1CNC(=O)c1cc2nn[nH]c2cc1OC
777,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O
780,NC(=O)N[C@H]1NC(=O)NC1=O
781,C=CCS[S@@](=O)CC=C
782,O=c1nc[nH]c2n[nH]cc12
785,OC[C@H]1O[C@@H](n2ncc3c(O)ncnc32)[C@H](O)[C@@H]1O
786,O=c1nc[nH]c2c1cnn2[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O
787,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
788,C=CCN=C=S
790,C=CCNC(N)=S
793,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1
794,CNC(=O)[C@@H](c1ccccc1)N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(C(F)(F)F)cc1
796,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
799,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21
800,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O
803,O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21
807,C1=C2CCCN[C@H]2[C@@H]2C[C@H]1[C@H]1CCCCN1C2
809,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O
811,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O
812,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C
816,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1
817,C/C=C/c1cc(OC)c(OC)cc1OC
818,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
819,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)cc3O2)cc1O
820,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
822,C[C@@H](N)Cc1cnc[nH]1
824,C[C@H](N)Cc1cnc[nH]1
826,C[C@@H](N)Cc1c[nH]c2ccc(O)cc12
827,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
829,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
830,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12
831,C=CCc1ccccc1OC[C@H](O)CNC(C)C
832,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O
835,O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O
838,Nc1ccn([C@@H]2O[C@@](CO)(CCl)[C@@H](O)[C@H]2F)c(=O)n1
839,CC(C)C(=O)OC[C@@]1(CCl)O[C@@H](n2ccc(N)nc2=O)[C@H](F)[C@@H]1OC(=O)C(C)C
840,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1
843,C=CCSC[C@@H]1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
845,C#Cc1cncc([C@@H]2CCCN2C)c1
847,O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1
848,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
849,CN(C)c1nc(N(C)C)nc(N(C)C)n1
851,CCN(CCCc1ccccc1)CCCc1ccccc1
854,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O
857,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1
859,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
862,CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(N)=O
863,CN(CC[C@@H](Oc1ccc(-c2ccccc2)cc1)c1ccc(F)cc1)CC(=O)O
866,CN1CCCC[C@@H]1Cn1cc(C(=O)c2cc([N+](=O)[O-])ccc2I)c2ccccc21
868,Oc1c(I)cc(I)cc1I
869,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1
872,Cc1c(C(=O)NN2CCOCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1
874,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Nc1ccc(O)cc1
876,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21
878,COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3cc(I)ccc23)cc1
880,CN(CCc1ccc(Cl)c(Cl)c1)C[C@@H](O)COc1ccc(NS(C)(=O)=O)cc1
882,Cc1noc(-c2ccc(-c3ccc(CC(=O)O)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1
885,CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1
886,COc1cnc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OC[C@@H]5Cc6ccccc6N5C(C)=O)ccc43)cc2)nc1
887,NC12CC3CC(CC(C3)C1)C2
889,N=C(N)N=Nc1ccc(NNC(N)=S)cc1
892,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl
894,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O
896,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1
901,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2/C(=O)Nc3ccc(-c4csc(-c5ccccc5)n4)cc32)c1C
902,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
903,c1ccc(CNCc2ccc(CN3CCCNCCNCCCNCC3)cc2)nc1
905,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21
907,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O
909,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1
911,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1
912,O=C1c2ccccc2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
913,COc1cc(N)cn[n+]1-c1ccccc1
914,Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1
916,Nc1c(-c2cccc(C(F)(F)F)c2)nsc1C(=O)O
917,CO[C@H]1/C=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3
918,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1
920,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1
922,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2ccc(F)cc2nc1-c1ccccn1
923,COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(-c5cnn(C)c5)cn34)c(=O)c2c1
924,CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1
928,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1
929,CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)cccc2s1
931,Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O
933,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1
935,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc5c(n4)CCN(C(=O)CO)C5)nc32)CC1
936,CC(C)(C)c1ccc(/C=C/C(=O)Nc2ccc3c(c2)OCCO3)cc1
939,Cc1ccc2cc(-c3c(C)ccc(C(=O)c4c(-c5ccccc5)n(C)n(-c5ccccc5)c4=O)c3N)ccc2n1
941,C[C@@H](Nc1ncnc2nc[nH]c12)c1cc2ccc(F)cc2nc1-c1ccccn1
942,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1
945,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1
947,O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1
948,CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CC2
950,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
954,Nc1ccncc1N
956,Cc1cc(N(C)C)ccc1C[C@@H](C)N
957,NCCCNCCSP(=O)(O)O
958,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
964,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N
969,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21
971,NCCCCCC(=O)O
974,CC[C@@]1(c2ccc(N)cc2)CCC(=O)NC1=O
978,NN=C(N)N
981,NC[C@@H](O)CC(=O)O
983,NCC(=O)CCC(=O)OCc1ccccc1
984,C[C@H]1CCN=C(N)S1
986,CC(CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C
987,Cn1c(=O)c2[nH]cnc2n(C)c1=O
991,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1
993,CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1
996,Nc1ccc(C(=O)O)c(O)c1
1000,Nc1nncs1
1002,Nc1nccs1
1005,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
1008,CN(C)CCCO[C@H]1[C@@H]([C@H](O)CO)O[C@@H]2OC(C)(C)O[C@H]12
1009,CCCCCCCOc1ccc(CCC(N)(CO)CO)cc1C(F)(F)F
1010,CCN1CCC[C@@H]1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
1012,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl
1013,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1
1015,CN(C)CCC=C1c2ccccc2CCc2ccccc21
1017,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
1020,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@H]1c1ccccc1Cl
1023,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
1024,C[C@@H](O)C(=O)O.N
1026,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1028,c1ccc(C(NCCNC(c2ccccc2)c2ccccc2)c2ccccc2)cc1
1031,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
1033,CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O
1034,CCC(C)(C)c1ccc(C[C@@H](C)CN2C[C@H](C)O[C@H](C)C2)cc1
1037,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
1040,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
1046,Cc1o[nH]c(=O)c1C[C@@H](N)C(=O)O
1048,Cc1o[nH]c(=O)c1C[C@H](N)C(=O)O
1050,O=C(c1ccc2nccnc2c1)N1CCCCC1
1052,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
1054,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2
1058,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
1066,CCOC(=O)O[C@@H](C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21
1071,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
1073,CCCc1ncc(C[n+]2ccccc2C)c(N)n1
1076,Cc1c(N)c(=O)n(-c2ccccc2)n1C
1078,Nc1cc(-c2ccncc2)c[nH]c1=O
1080,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O
1082,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
1084,Cc1nc(N)sc1CCN
1086,COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C
1087,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1
1089,N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1
1092,CCCCCO[NH2+][O-]
1093,CC[C@@](C)(CN(C)C)OC(=O)c1ccccc1
1095,CCC(C)(C)O
1097,N#C/C(=C\c1cccn1S(=O)(=O)c1cccc([N+](=O)[O-])c1)S(=O)(=O)c1ccc(F)cc1
1098,OB1OCc2cc(Cl)ccc21
1100,O=C(Nc1ccccc1C(=O)N[C@H]1CCCCNC1=O)c1cc2ccccc2s1
1102,c1cncc([C@H]2CCCCN2)c1
1103,COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C
1104,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1
1106,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1
1109,CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1
1111,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO
